debate,speaker,text
biden_trump_2020,WELKER,We do have a number of -- we have a number of topics. 
biden_trump_2020,TRUMP,"No, no, but that's a question -- "
biden_trump_2020,WELKER,We're gonna get to it -- 
biden_trump_2020,TRUMP,It's the same thing with socialized medicine. 
biden_trump_2020,WELKER,"Vice President, your response. "
biden_trump_2020,BIDEN,"My response is people deserve to have affordable health care -- period. Period, period, period. And the Bidencare proposal will, in fact, provide for that affordable health care, lower premiums. What we're going to do is going to cost some money; it's going to cost over $750 billion over 10 years to do it. And they're going to have lower premiums, you can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly. He keeps talking about it. He hasn't done a thing for anybody on health care, not a thing. "
biden_trump_2020,TRUMP,"Kristen, when he says -- "
biden_trump_2020,WELKER,"Very quickly, then I want to talk about what's happening on Capitol Hill "
biden_trump_2020,TRUMP,"When he says public health option, he is talking about socialized medicine and health care. When he talks about a public option, he's talking about destroying your Medicare, totally destroying -- he's destroying your Social Security. And this whole country will come down. You know, Bernie Sanders tried it in his state. His governor was a very liberal governor, they wanted to make it work -- "
biden_trump_2020,WELKER,Let's see if -- 
biden_trump_2020,TRUMP,-- it was impossible -- 
biden_trump_2020,WELKER,"Vice President Biden, your response. "
biden_trump_2020,BIDEN,"He thinks he's running against someone else. He's running against Joe Biden. I beat all those other people because I disagreed with them. Joe Biden, he's running against. And the idea that we're in a situation and want to destroy Medicare -- this is the guy that the actuary of Medicare said, 'If in fact' -- and, social security -- 'If, in fact, he continues to withhold his plan to withhold the tax on Social Security, Social Security will be bankrupt by 2023, with no way to pay for it. This is a guy who's tried to cut Medicare. So I don't know. I mean, the idea that Donald Trump is lecturing me on Social Security and Medicare? Come on. "
biden_trump_2020,TRUMP,He tried to get rid of -- 
biden_trump_2020,WELKER,"Vice Presiden, Mr. President, I'm going to have to go on to another question -- "
biden_trump_2020,TRUMP,"-- he tried to hurt Social Security years ago, years ago. Go back and look at the records. He tried to hurt Social Security you've got -- "
biden_trump_2020,WELKER,"All right, let's move on to the next question. "
biden_trump_2020,TRUMP,"They say the stock market will rule if I'm elected. If he's elected, the stock market will crash. "
biden_trump_2020,WELKER,"OK, let's move on to the next question. "
biden_trump_2020,BIDEN,May I respond? 
biden_trump_2020,WELKER,Very quickly. 
biden_trump_2020,BIDEN,"The idea that the stock market is booming is his only measure of what's happening. Where I come from, in Scranton and Claymont, the people don't live off of the stock market. Just in the last three, three years during this crisis, the billionaires in this country made, according to the Wall Street, $700 billion more dollars. $700 billion more dollars. Because that's his only measure. What happens to the ordinary people out there? What happens to them? "
biden_trump_2020,TRUMP,401k's are through the roof. 401k -- 
biden_trump_2020,WELKER,"All right, let's move on. "
biden_trump_2020,TRUMP,"-- are through the roof. And he doesn't come from Scranton. That's like, what -- he lived there for a short period of time before he even knew -- "
biden_trump_2020,WELKER,We're gonna move on -- 
biden_trump_2020,TRUMP,And he left. And the people of Pennsylvania will tell you that. 
biden_trump_2020,WELKER,"-- to my next question, gentlemen. As of tonight, more than 12 million people are out of work. And as of tonight, 8 million more homes have fallen into poverty, and more families are going hungry every day. Those hit hardest are women and people of color. They see Washington fighting over a relief bill. Mr. President, why haven't you been able to get them the help they need? 30 seconds here. "
biden_trump_2020,TRUMP,Because Nancy Pelosi doesn't want to approve it. I do. 
biden_trump_2020,WELKER,But you're the president. 
biden_trump_2020,TRUMP,"I do. But I still have to get, unfortunate -- that's one of the reasons I think we're going to take over the House, because of her. Nancy Pelosi doesn't want to approve anything. She'd love to have some victories on a date called November 3. Nancy Pelosi does not want to approve it. We are ready, willing and able to do something. Don't forget, we've already approved three plans. And it's gone through, including the Democrats, in all fairness. This one she doesn't want. It's near the election, because she thinks it helps her politically. I think it hurts her politically. "
biden_trump_2020,WELKER,"All right, Mr. Vice President -- "
biden_trump_2020,BIDEN,"You know, the Republican leader in the United States Senate said he can't -- he will not pass it. He does not have Republican votes. Why isn't he talking to his Republican friends? "
biden_trump_2020,WELKER,"Let me follow up with you, Vice President "
biden_trump_2020,TRUMP,"If we made a deal, we'd have -- "
biden_trump_2020,WELKER,Let me ask Vice President Biden the question. You are the leader of the Democratic Party. Why have you not Democrats to get a deal for the American people? 
biden_trump_2020,BIDEN,"Well, I have and they have pushed it. Look, they passed this act all the way back in the beginning of the summer. This is like -- it's not new. It's been out there. The HEROES Act has been sitting there. And look at what's happening. When I was in charge of the Recovery Act with $800 billion, I was able to get $145 billion to local communities that have to balance their budget to states that have to balance their budgets, so then they have to fire fire -- they have to fire firefighters, teachers, first responders, law enforcement officers, so they can keep their cities and counties running. He will not support that. They have not done a thing for them. And Mitch McConnell said, 'Let him go bankrupt. Let him go bankrupt.' Come on. What's the matter with these -- "
biden_trump_2020,TRUMP,"The bill that was passed in the House was a bailout of badly run high crime, Democrat, all run by Democrats, cities and states. It was a way of getting a lot of money, billions and billions of dollars to these cities. It was also a way of getting a lot of money from our people's pockets to people that come into our country illegally. We were going to take care of everything for them. And what that does, and I'd love to do that, I'd love to help them. But what that does, everybody all over the world will start pouring into our country. We can't do it. This was a way of taking care of them. This was a way of sending them things that had nothing to do with COVID, as for your question, but it was really a big bailout for badly run Democrat cities and states. "
biden_trump_2020,WELKER,I want -- 
biden_trump_2020,BIDEN,"All right, if I get elected, I'm not gonna -- I'm running as a proud Democrat, but I'm gonna be an American president. I don't see red states and blue states. What I see is American United States. And folks, every single state out there finds themselves in trouble. They're going to start laying off, whether they're red or blue. Cops, firefighters, first responders, teachers -- because they have to balance their budget. And the founders were smart. They allowed the federal government to deficit spend to compensate for the United States of America. "
biden_trump_2020,WELKER,"I want to talk about the minimum wage, gentlemen. Mr. Vice President, we are talking a lot about struggling small businesses and business owners today. Do you think this is the right time to ask them to raise the minimum wage? You, of course, support a $15 minimum wage. "
biden_trump_2020,BIDEN,"I do, because I think one of the things we're gonna have to do is we're gonna have to bail them out, too. We should be bailing them out now, those small businesses. You've got one in six of them going under. They're not going to be able to make it back. They passed a package that allows us to be able to call PPP, money that's supposed to go to help them do everything from organize how they could deal with their businesses being open safely. Schools, how they can make classrooms smaller, how they can hire more teachers, how they can put ventilation systems in. They need the help, the businesses, as well as the schools, need the help. But this, these guys will not help them. He is not giving them any of the money. "
biden_trump_2020,WELKER,We are going to move on -- 
biden_trump_2020,TRUMP,"For small businesses -- by raising the minimum wage and helping, I think it should be a state option. Alabama is different than New York, New York is different from Vermont. Every state is different. It should be a state option. So it's very important. We have to help our small business -- "
biden_trump_2020,WELKER,You said -- 
biden_trump_2020,TRUMP,"How are you helping small businesses, when you're forcing wages. What's going to happen and what's been proven to happen is when you do that these firemen "
biden_trump_2020,WELKER,Well you said you would consider raising the federal minimum wage to $15 a hour -- 
biden_trump_2020,TRUMP,Say again? 
biden_trump_2020,WELKER,You said recently you would consider raising the federal minimum wage to $15 an hour. Is that still the case? 
biden_trump_2020,TRUMP,"What I'd really like, I would consider it to an extent. I really like what I -- in a second administration -- but not to a level that's going to put all these businesses out of business. It should be a state option. Look, I have a read on different places, I know different places. They're all different. Some places, $15 is not so bad. In other places, other states, $15 -- "
biden_trump_2020,WELKER,"OK, President Trump, thank you. Quick response, Vice President Biden "
biden_trump_2020,BIDEN,"Two jobs, one job below poverty. People are making 6, 7, 8 bucks an hour. These first responders we all clap for as they come down the street, because they've allowed us to make it. What's happening? They deserve a minimum wage of $15. Anything below that put you below the poverty level. And there is no evidence that when you raise the minimum wage, business has gone out of business. That is simply not true. On immigration "
biden_trump_2020,WELKER,"We're going to talk about immigration. We're going to talk about immigration, now, gentlemen, and we're going to talk about families within this context. Mr. President, your administration separated children from their parents at the border, at least 4000 kids, You've since reversed your zero tolerance policy, but the United States can't locate the parents of more than 500 children. So how will these families ever be reunited? "
biden_trump_2020,TRUMP,"Children are brought here by coyotes and lots of bad people, cartels, and they're brought here and it's easy to use them to get into our country. We now have a stronger border as we've ever had. We're over 400 miles of brand new wall, you see the numbers, and we let people in, but they have to come in legally. "
biden_trump_2020,WELKER,But how will you reunite these kids with their families? 
biden_trump_2020,TRUMP,"Let me just say. They built cages. You know, they used to say I built the cages. And then they had a picture in the newspaper. There was a picture of these horrible cages and they said, 'Look at these cages, President Trump built them.' And then it was determined they were built in 2014. That was him. "
biden_trump_2020,WELKER,Do you have a plan to reunite the kids? 
biden_trump_2020,TRUMP,"Yes, we're working on a very -- we're trying very hard. But a lot of these kids come up without the parents, they come over through cartels and the coyotes and through gangs. "
biden_trump_2020,WELKER,"Vice President Biden, let me bring you into this conversation. Quick response and then another question to you. "
biden_trump_2020,BIDEN,"These 500 plus kids came with parents. They separated them at the border to make it a disincentive to come to begin with. Big real tough, really strong. And guess what? They cannot -- it's not coyotes that bring them over, their parents were with them. They got separated from their parents. And it makes us a laughingstock and violates every judge of who we are as a nation. "
biden_trump_2020,WELKER,Let me ask you a follow up -- 
biden_trump_2020,TRUMP,"Kristen, they did it, we changed the policy. They did it. We changed it. They set up the cages. They -- who built the cages? "
biden_trump_2020,BIDEN,So let's talk about -- 
biden_trump_2020,TRUMP,"Who built the cages, Joe? "
biden_trump_2020,BIDEN,"Let's talk about what we're talking about. What happened? Parents were ripped -- their kids were ripped from their arms and separated. And now they cannot find over 500 sets of those parents and those kids are alone. Nowhere to go, nowhere to go. It's criminal. It's criminal. "
biden_trump_2020,WELKER,Let me just -- 
biden_trump_2020,TRUMP,"Let me say this. They worked it out, we brought reporters and everything. They are so well taken care of. They're in facilities that were so clean -- "
biden_trump_2020,WELKER,But some of them haven't been reunited -- 
biden_trump_2020,TRUMP,"But just answer one question. Who built the cages? A big ask of that, who built the cages? "
biden_trump_2020,WELKER,"Let me ask about your immigration policy, Mr. Vice President. The Obama administration did fail to deliver immigration reform, which had been a key promise during the administration. It also presided over record deportations as well as family detentions at the border before changing course. So why should voters trust you with an immigration overhaul now? "
biden_trump_2020,BIDEN,"Because we made a mistake. It took too long to get it right. Too long to get it right. I'll be President of the United States, not Vice President of the United States. And the fact is, and I've made it very clear, within 100 days, I'm going to send to the United States Congress a pathway to citizenship for over 11 million undocumented people. And all those so called Dreamers, those DACA kids, they're going to be legally certified again, to be able to stay in this country, and put on a path to citizenship. The idea that they are being sent home by this guy, and they want to do, that is they go to a country they've never seen before. I can imagine you're five years old, your parents are taking you across the Rio Grande River and it's and it's illegal. You say 'Oh, no, Mom, leave me here. I'm not gonna go with you.' They've been here. Many of them are model citizens. 20,000 are first responders out there taking care of people during this crisis. We owe them. We owe them. "
biden_trump_2020,WELKER,"President Trump, your response. "
biden_trump_2020,TRUMP,"He had eight years to do what he said he was going to do. And I've changed without having a specific -- we get rid of catch and release, got rid of a lot of horrible things that they put in and that they live with. But he had eight years he was vice president. He did nothing except build cages to keep children in. "
biden_trump_2020,WELKER,"Vice President, what's your response? "
biden_trump_2020,BIDEN,"The catch and release, you know what he's talking about there? If in fact, you had family, came across, they're arrested. They, in fact, were given a date to show up for their hearing. They were released. And guess what, they showed up for the hearing. This is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country. That's never happened before. That's never happened before in our country. You come to the United States and you make your case. That's how you seek asylum, based on the following premise, why I deserve it under American law. They're sitting in squalor on the other side of the river. "
biden_trump_2020,WELKER,"President Trump, there is -- "
biden_trump_2020,TRUMP,"It's so important. It shows that he has no understanding of immigration of the laws. Catch and release is a disaster. A murderer would come in, a rapist would come in, a very bad person would come in -- we would take their name, we have to release them into our country. And then you say they come back. Less than 1% of the people come back. "
biden_trump_2020,BIDEN,Not true. 
biden_trump_2020,TRUMP,"We have to send ICE out and Border Patrol out to find them. We would say, 'Come back in two years, three years -- we're going to give you a court case. You did Perry Mason, we're going to give you a court case. When you say they come back, they don't come back, Joe. They never come back. Only the really -- I hate to say this -- but those with the lowest IQ, they might come back. "
biden_trump_2020,WELKER,"OK, President Trump, let's give Vice President Biden a chance to respond, and then we're going to move on to the next section. "
biden_trump_2020,TRUMP,"You don't know the law, Joe. "
biden_trump_2020,WELKER,"Vice President Biden, your response. "
biden_trump_2020,BIDEN,I know the law. What he's telling you is simply not true. 
biden_trump_2020,TRUMP,They don't come back. 
biden_trump_2020,BIDEN,Check it out. 
biden_trump_2020,WELKER,"All right, let's move on -- "
biden_trump_2020,TRUMP,But we don't have to worry about it because I terminated it. So we don't have to worry about it 
biden_trump_2020,WELKER,"All right, let's move on to the next section -- "
biden_trump_2020,BIDEN,You have 525 kids not knowing where in God's name they're going to be and lost their parents. 
biden_trump_2020,TRUMP,Go ahead. 
biden_trump_2020,WELKER,"All right. Let's talk about our next section, which is race in America. And I want to talk about the way Black and Brown Americans experience race in this country. Part of that experience is something called ""the talk."" It happens regardless of class and income -- parents who feel they have no choice but to prepare their children for the chance that they could be targeted, including by the police, for no reason other than the color of their skin. Mr. Vice President, in the next two minutes, I want you to speak directly to these families. Do you understand why these parents fear for their children? "
biden_trump_2020,BIDEN,"I do. I do. You know, my daughter is a social worker. And she's written a lot about this. She's got a graduate degree from the University of Pennsylvania in social work. So, one of the reasons why I ended up working on the East side of Wilmington, Delaware, which is 90 percent African American, was to learn more about what was going on. When I didn't -- I never had to tell my daughter if she's pulled over, make sure she puts, for traffic stop, puts both hands on top of the wheel. And don't reach for the glove box because someone may shoot you. But a Black parent, no matter how wealthy or how poor they are, has to teach their child, when you're walking down the street, don't have a hoodie on when you go across the street, making sure that you, in fact, if you get pulled over, just Yes or No sir, just hands on top of the wheel. Because you are in fact, the victim, whether you're a person making 300,000 -- $300,000-a-year person, or someone who's on food stamps. The fact of the matter is there is institutional racism in America. And we have always said we've never lived up to it. Do we hold these truths to be sovereign, are all men and women are created equal? Guess what -- we have never ever lived up to it. We have constantly been moving the needle further and further between inclusion and exclusion. This is the first president come along and says that's the end of that. We're not going to do that anymore. We have to provide for economic opportunity, better education, better health care, better access to schooling, better access to opportunity to borrow money to start businesses. All the things we can do. And I've laid out a clear plan as to how to do those things. Just to give people a shot. It's about accumulating the ability to have wealth, as well as it is to be free from violence. "
biden_trump_2020,WELKER,"President Trump, same question to you. And let me remind you of the question, I would like you to speak directly to these families. Do you understand why these parents fear for their children? "
biden_trump_2020,TRUMP,"Yes, I do. And again, he's been in government 47 years. He never did a thing except in 1994, when he did such harm to the Black community. And they were called, and he called them, super predators. And he said that, he said it -- super predators. And they can never live that down. 1994, your crime bill, the super predators. Nobody has done more for the Black community than Donald Trump. And if you look, with the exception of Abraham Lincoln--possible exception, but the exception of Abraham Lincoln, nobody has done what I've done. Criminal justice reform, Obama and Joe didn't do it. I don't even think they tried because they had no chance at doing it. They might have wanted to do it. But if you had to see the arms I had a twist to get that done, it was not a pretty picture. And everybody knows it including some very liberal people that cried in my office--they cried in the Oval Office. Two weeks later, they're out saying, 'Gee, we have to defeat him.' Criminal justice reform, prison reform, opportunity zones with Tim Scott, a great senator from South Carolina. He came in with this incredible idea for opportunity zones. It's one of the most successful programs. People don't talk about it. Tremendous investment is being made. Biggest beneficiary, the Black and Hispanic communities and then historically Black colleges and universities. After three years of coming to the office, I love some of those guys, they were great, they came into the office. And they said-- I said, 'What are you doing after three years?' I said, 'Why do you keep coming back?' 'Because we have no funding'. I said, 'You don't have to come back every year', 'We have to come back', because President Obama would never give them long term funding. And I did. Ten-year, long term funding, and I give them more money than they asked for, because I said, 'I think you need more'. And I said, 'The only bad part about this is I may never see you again', because I got very friendly with them and they like me and I like them. But I saved colleges and universities. "
biden_trump_2020,WELKER,"OK. And we're going to talk about both of your records, but your response to that Vice President? "
biden_trump_2020,BIDEN,"My response to that is I never, ever said what he accused me of saying. The fact of the matter is, in 2000 though, after the crime bill had been in the law for a while, this is the guy who said, 'The problem with the crime bill, there's not enough people in jail. There's not enough people in jail,' and go on my website, get the quote the date when he said it, 'not enough people'. He talked about marauding gangs, young gangs, the people who are going to mauraud our cities. This is a guy who when the Central Park five, five innocent Black kids, he continued to push for making sure that they got the death penalty. None of them were-- none of them were guilty of what the crime, of the crimes that were suggested. Look, and talk about he, granted, he did in fact let 20 people-- he committed 20 people's sentences. We committed over 1,000 people's sentences. Over 1,000. The very law he's talking about is a law that, in fact, initiated by Barack Obama. And secondly, we're in a situation here where we-- the federal prison system was reduced by 38,000 people under our administration. And one of the things we should be doing is there should be no, no minimum mandatories in the law. That's why I'm offering $20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts. Nobody should be going to jail because they have a drug problem. They should be going to rehabilitation, not to jail. We should fundamentally change the system and that's what I'm going to do. "
biden_trump_2020,TRUMP,"But why didn't he do it four years ago? Why didn't you do that four years ago, even less than that? Why didn't you-- "
biden_trump_2020,BIDEN,I am not-- 
biden_trump_2020,TRUMP,You were vice president. You keep talking about all these things you're going to do and you're going to do this. But you were there just a short time ago and you guys did nothing. 
biden_trump_2020,BIDEN,We did-- 
biden_trump_2020,TRUMP,"You know, Joe, I ran because of you. I ran because of Barack Obama, because you did a poor job. If I said you did a good job, I would have never run. I would've never run. I ran because of you. I'm looking at you now, you're a politician. I ran because of you. "
biden_trump_2020,WELKER,"All right, Vice President Biden, your response to that? And then I do have some questions for both of you. "
biden_trump_2020,BIDEN,"Well, I'll tell you what, I hope he does look at me because what's happening here is you know who I am, you know who he is, you know his character, you know my character, you know our reputations for honor and telling the truth. I am anxious to have this race. I'm anxious to see this take place. I am-- the character of the country is on the ballot. Our character is on the ballot. Look at us closely. "
biden_trump_2020,WELKER,Let me ask them some follow-- 
biden_trump_2020,TRUMP,Excuse me-- 
biden_trump_2020,WELKER,Please respond and then we're gonna have follow up questions. 
biden_trump_2020,TRUMP,"If this stuff is true about Russia, Ukraine, China, other countries, a wreck-- If this is true, then he's a corrupt politician. So don't give me the stuff about how you're this innocent baby. Joe, they're calling you a corrupt politician-- "
biden_trump_2020,BIDEN,Nobody says-- 
biden_trump_2020,WELKER,"President Trump, I want to stay on the issue of race. We're talking about the issue-- "
biden_trump_2020,TRUMP,It's the laptop from hell. The laptop from hell. 
biden_trump_2020,WELKER,"President Trump, we're talking about race right now and I do want to speak on the issue of race. President Trump--- "
biden_trump_2020,BIDEN,"Nobody-- Kristen, I have to respond to that. "
biden_trump_2020,WELKER,"Please, very quickly. "
biden_trump_2020,BIDEN,"Look, there are 50 former National Intelligence folks who said that what this, he's accusing me of is a Russian plan. They have said that this has all the characteristics-- four-- five former heads of the CIA, both parties, say what he's saying is a bunch of garbage. Nobody believes it except him, his, and his good friend Rudy Giuliani. "
biden_trump_2020,TRUMP,"You mean, the laptop is now another Russia, Russia, Russia hoax? You gotta be-- "
biden_trump_2020,BIDEN,That's exactly what-- That's exactly what-- 
biden_trump_2020,TRUMP,"Is this where you're going? This is where he's going. The laptop is Russia, Russia, Russia? "
biden_trump_2020,WELKER,"Gentleman, I want to stay on the issue of race, okay-- "
biden_trump_2020,TRUMP,You have to be kidding here. Here we go again with Russia. 
biden_trump_2020,WELKER,"Mr. President, we're gonna continue on the issue of race. Mr. President, you've described the Black Lives Matter movement as a symbol of hate. You've shared a video of a man chanting white power to millions of your supporters. You've said that Black professional athletes exercising their first amendment rights should be fired. What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife? "
biden_trump_2020,TRUMP,"Well you have to understand the first time I ever heard of Black Lives Matter they were chanting 'Pigs in a blanket', talking about police, 'Pigs, Pigs', talking about our police, 'Pigs in a blanket, fry' em like bacon'. I said, 'That's a horrible thing'. And they were marching down the street. And that was my first glimpse of Black Lives Matter. I thought it was a terrible thing. As far as my relationships with all people, I think I have great relationships with all people. I am the least racist person in this room. "
biden_trump_2020,WELKER,What do you say to men who are concerned by that rhetoric? 
biden_trump_2020,TRUMP,"I don't, I don't know what to say. I got criminal justice reform done, and prison reform, and opportunity zones. I took care of Black colleges and universities. I don't know what to say. They can say anything. I mean, they can say anything. It's a very-- it makes me sad because I am the least racist person. I can't even see the audience because it's so dark, but I don't care who's in the audience. I'm the least racist person in this room. "
biden_trump_2020,WELKER,"OK. Vice President Biden, let me ask you, very quickly, and then I have a follow up question for you. "
biden_trump_2020,BIDEN,"Abraham Lincoln. Here is one of the most racist presidents we've had in modern history. He pours fuel on every single racist fire, every single one. He started off his campaign coming down the escalator saying he's gonna get rid of those Mexican rapists. He's banned Muslims because they're Muslims. He has moved around and made everything worse across the board. He says to them about the 'Poor Boys', last time we were on stage here. He said, 'I told him to stand down and stand ready'. Come on. This guy has a dog whistle about as big as a fog horn. "
biden_trump_2020,WELKER,"President Trump, I'm going to give you 10 seconds to respond and then have a follow up question. "
biden_trump_2020,TRUMP,He made a reference to Abraham Lincoln. Where did that come in? I mean-- 
biden_trump_2020,BIDEN,You said you were Abraham Lincoln. 
biden_trump_2020,TRUMP,"No, no. I said not since Abraham Lincoln has anybody done what I've done for the Black community. I didn't say 'I'm Abraham Lincoln'. I said, 'Not since Abraham Lincoln has anybody done but what I've done for the Black community'. Now you have done nothing other than the crime bill, which put-- "
biden_trump_2020,BIDEN,"Oh, God. "
biden_trump_2020,TRUMP,"Tens of thousands of Black men, mostly, in jail. And you know what? They remember it because it you look at what's happening with the voting right now, they remember that you treated them very, very badly. Just take a look at what's happening out there. "
biden_trump_2020,WELKER,"All right, let me-- Let me ask Vice President Biden about-- Vice President Biden, let me give you a chance to respond within this context. Crime bill that you supported in the 80s and 90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession. They are sons, they are brothers, they are fathers, they're uncles whose families are still to this day, some of them, suffering the consequences. So speak to those families, why should they vote for you? "
biden_trump_2020,BIDEN,"One of the things that is said, in the '80s, we passed 100%, all 100 senators voted for it, a bill on drugs and how to deal with drugs. It was a mistake. I've been trying to change it since then, particularly the portion on cocaine. That's why I've been arguing that, in fact, we should not send anyone to jail for a pure drug offense. They should be going into treatment across the board. That's what we should be spending money on. That's why I set up drug courts which were never funded by republican friends. They should not be going to jail for a drug or an alcohol problem. They should be going into treatment. Treatment. That's what we've been trying to do. That's what I'm going to get done because they may-- the American people have now seen that in fact, it was a mistake to pass those laws where they do the drug. But they were not in the crime bill. "
biden_trump_2020,TRUMP,"But why didn't he get it done? See, it's all talk no action with these politicians. Why didn't he get it? 'That's what I'm gonna do when I become president'. You were vice president, along with Obama as your President, your leader, for eight years. Why didn't you get it done? You had eight years to get it done? Now, you're saying you're gonna get it done because you're all talk and no action, Joe. "
biden_trump_2020,BIDEN,"We got a lot of it done. We released 38,000-- We got 38,000 prisoners left from-- "
biden_trump_2020,TRUMP,You got nothing done 
biden_trump_2020,BIDEN,"38,000 prisoners were released from federal prison. We have-- there were over 1000 people who were given clemency. We-- in fact, we're the ones that put in the legislation saying we could look at pattern of practice of the police departments and what they were doing, how they were conducting themselves. I could go on, but we began the process. We began the process. We lost an election. That's why I'm running to win back that election and change his terrible policy. "
biden_trump_2020,TRUMP,"I just ask-- I just ask one question: : why didn't you do it in the eight years, a short time ago? Why didn't you do it? You just said, 'I'm going to do that. I'm going to do this.' You put tens of thousands of mostly Black young men in prison. Now you're saying you're going to get-- you're going to undo that. Why didn't you get it done? You had eight years with Obama? You know why, Joe, because you're all talk and no action. "
biden_trump_2020,WELKER,"All right, Vice President Biden and then we're gonna move on to the next section. "
biden_trump_2020,BIDEN,We had a Republican Congress. That's the answer. 
biden_trump_2020,WELKER,OK. 
biden_trump_2020,TRUMP,"Well, you gotta talk-- you gotta talk 'em into it, Joe. Sometimes you gotta talk 'em into it. "
biden_trump_2020,WELKER,"All right, we're gonna move on to our next section which is climate change- "
biden_trump_2020,TRUMP,Like I did with criminal justice reform. I had to talk Democrats into it. 
biden_trump_2020,WELKER,"Gentlemen, we're running out of time so we gotta get on to climate change, please. You both have very different visions on climate change. President Trump, you say that environmental regulations have hurt jobs in the energy sector. Vice President Biden, you have said you see addressing climate change as an opportunity to create new jobs. For each of you, how would you both combat climate change and support job growth at the same time? Starting with you, President Trump, you have two minutes uninterrupted. "
biden_trump_2020,TRUMP,"So we have the trillion trees program, we have so many different programs. I do love the environment, but what I want the cleanest, crystal clear water, the cleanest air. We have the best, lowest number in carbon emissions, which is a big standard that I noticed Obama goes with all the time. Not Joe. I haven't heard him use the term because I'm not sure he knows what it represents or means, but I have heard Obama use it. And we have the best carbon emission numbers that we've had in 35 years. Under this administration, we are working so well with industry, but what we can't do-- Look at China, how filthy it is. Look at Russia. Look at India. It's filthy. The air is filthy. The Paris Accord, I took us out because we were going to have to spend trillions of dollars and we were treated very unfairly. When they put us in there, they did us a great disservice. They were going to take away our businesses. I will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the Paris Accord. It was so unfair. China doesn't kick in until 2030. Russia goes back to a low standard and we kicked in right away. It would-- It would have been-- It would have destroyed our businesses. So, you ready? We have done an incredible job environmentally. We have the cleanest air, the cleanest water and the best carbon emission standards that we've seen in many, many years. "
biden_trump_2020,WELKER,"Vice President, Biden-- "
biden_trump_2020,TRUMP,And we haven't destroyed our industries. 
biden_trump_2020,WELKER,"Vice President Biden, two minutes to you uninterrupted. "
biden_trump_2020,BIDEN,"Climate change, climate warming, global warming is an existential threat to humanity. We have a moral obligation to deal with it. And we're told by all the leading scientists in the world that we don't have much time. We're going to pass the point of no return within the next eight to 10 years. Four years of this man eliminating all the regulations that were put in by us to clean up the climate, to clean up-- to limit the-- limit of admissions will put us in a position where we're going to be in real trouble. Here's where we have a great opportunity, I was able to get both all the environmental organizations as well as labor, people worried about jobs, to support my climate plan. Because what it does, it will create millions of new, good-paying jobs. We're going to invest in, for example, 500,000-- 50,000, excuse me, 50,000 charging stations on our highways so that we can own the electric car market in the future. In the meantime, China's doing that. We're going to be in a position where we're going to see to it that we're going to take 4 million existing billion, buildings and 2 million existing homes and retrofit them so they don't leak as much energy, saving hundreds of millions of barrels of oil in the process and creating a significant number of jobs. And by the way, the whole idea of what this is all going to do, it's going to create millions of jobs and it's going to clean the environment. Our health and our jobs are at stake. That's what's happening. And we-- right now, by the way, Wall Street firm has indicated that my plan-- My plan will, in fact, create 18.6 million jobs, 7 million more than his. This from Wall Street and I'll create $1 trillion more in economic growth than his proposal does, not on climate just on the economy. "
biden_trump_2020,WELKER,"President Trump, your response -- "
biden_trump_2020,TRUMP,"They came out and said very strongly, '$6,500 will be taken away from families under his plan', that his plan is an economic disaster. If you look at what he wants to do, you know if you look at his plan, you know, you know who developed it? AOC+3. They know nothing about the climate. I mean, she's got a good line of stuff, but she knows nothing about the climate. And they're all hopping through hoops for AOC+3. Look, they're real play costs $100 trillion. If we had the best year in the history of our country for 100 years, we would not even come close to a number like that. When he says buildings, they want to take buildings down because they want to make bigger windows into smaller windows. As far as they're concerned, if you had no window it would be a lovely thing. This is the craziest plan that anybody has ever seen. And this wasn't done by smart people. This wasn't done by anybody. Frankly, I don't even know how it can be good politically. They want to spend $100 trillion. That's their real number. He's trying to say it was six. It's $100 trillion. They want to knock down buildings and build new buildings with little tiny, small windows and many other things. And many other things-- "
biden_trump_2020,WELKER,"All right-- Okay, let me have the vice president respond and we're running out of time and we have a lot more questions. So let's hear from the Vice President. I have a number of more questions. "
biden_trump_2020,BIDEN,"I don't know where he comes from. I don't know where he comes up with these numbers. $100 trillion? Give me a break. This plan was-- This plan has been endorsed by every major-- every major environmental group and every labor group. Labor. Because they know the future lies, the future lies in us being able to breath. And they know they're good jobs in getting us there. And by the way, the fastest growing industry in America are--is, is, is the electric--excuse me, solar energy and wind. He thinks wind causes cancer, windmills. It's the fastest growing jobs and they pay good prevailing wages, 45-50 bucks an hour. We can grow and we can be cleaner, if we go the route I'm proposing. "
biden_trump_2020,WELKER,President Trump-- Please respond and then I have a follow up. 
